scenario_pca,model,folds,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std
False,MLP,3,0.8115942028985508,0.0522543663110723,0.8207418316780787,0.0597961614243171,0.8102477477477478,0.05728371129219116,0.8088719437504063,0.05340701891017395
False,SVM,3,0.8212560386473431,0.05857176643952728,0.8348871344750464,0.05794098626943983,0.8171452702702703,0.06608918972800554,0.8165358359229177,0.062017717156255224
True,MLP,3,0.8502415458937197,0.02213804683553548,0.8542259055270588,0.024253403795137022,0.8498029279279279,0.023300455086492245,0.8490361348641485,0.022367886937738137
True,SVM,3,0.8309178743961353,0.05089687803310502,0.8386267937898374,0.04263196079077366,0.8282657657657658,0.05791685935368639,0.8274924834058427,0.05541589461753858
